DATE,PRICE ,RETURN
#NAME?,17.66,#REF!
11/15/46,14.73,-0.010745467
11/18/46,14.58,-0.010183299
11/19/46,14.57,-0.000685871
11/20/46,14.46,-0.00754976
11/21/46,14.21,-0.017289073
11/22/46,14.13,-0.005629838
11/25/46,14.31,0.012738854
11/26/46,14.45,0.009783368
11/27/46,14.55,0.006920415
11/29/46,14.68,0.008934708
12/2/46,14.44,-0.016348774
12/3/46,14.49,0.003462604
12/4/46,14.72,0.015873016
12/5/46,14.64,-0.005434783
12/6/46,14.7,0.004098361
12/9/46,15.32,0.042176871
12/10/46,15.32,0
12/11/46,15.36,0.002610966
12/12/46,15.15,-0.013671875
12/13/46,15.17,0.001320132
12/16/46,15.24,0.00461437
12/17/46,15.18,-0.003937008
12/18/46,15.21,0.001976285
12/19/46,15.45,0.015779093
12/20/46,15.5,0.003236246
12/23/46,15.41,-0.005806452
12/24/46,15.37,-0.002595717
12/26/46,15.21,-0.010409889
12/27/46,15.19,-0.001314924
12/30/46,15.17,-0.001316656
12/31/46,15.3,0.008569545
1/2/47,15.2,-0.006535948
1/3/47,15.26,0.003947368
1/6/47,15.44,0.011795544
1/7/47,15.32,-0.007772021
1/8/47,15.41,0.005874674
1/9/47,15.44,0.001946788
1/10/47,15.24,-0.012953368
1/13/47,14.8,-0.028871391
1/14/47,14.87,0.00472973
1/15/47,14.77,-0.00672495
1/16/47,14.78,0.000677048
1/17/47,15.07,0.01962111
1/20/47,15.02,-0.00331785
1/21/47,14.97,-0.003328895
1/22/47,15.04,0.004676019
1/23/47,15.19,0.009973404
1/24/47,15.21,0.001316656
1/27/47,15.34,0.008547009
1/28/47,15.47,0.008474576
1/29/47,15.65,0.011635423
1/30/47,15.6,-0.003194888
1/31/47,15.66,0.003846154
2/3/47,15.8,0.008939974
2/4/47,15.83,0.001898734
2/5/47,15.92,0.005685407
2/6/47,15.86,-0.003768844
2/7/47,16.12,0.016393443
2/10/47,16.05,-0.004342432
2/11/47,16.14,0.005607477
2/13/47,15.93,-0.013011152
2/14/47,15.86,-0.004394225
2/17/47,15.88,0.001261034
2/18/47,15.88,0
2/19/47,15.69,-0.011964736
2/20/47,15.72,0.001912046
2/21/47,15.8,0.005089059
2/24/47,15.67,-0.008227848
2/25/47,15.47,-0.012763242
2/26/47,15.3,-0.010989011
2/27/47,15.48,0.011764706
2/28/47,15.43,-0.003229974
3/3/47,15.41,-0.001296176
3/4/47,15.41,0
3/5/47,15.59,0.011680727
3/6/47,15.65,0.003848621
3/7/47,15.16,-0.031309904
3/10/47,15.01,-0.009894459
3/11/47,14.88,-0.008660893
3/12/47,14.97,0.006048387
3/13/47,14.93,-0.002672011
3/14/47,14.78,-0.010046885
3/17/47,14.82,0.00270636
3/18/47,15.01,0.012820513
3/19/47,15.08,0.004663558
3/20/47,15.07,-0.00066313
3/21/47,15.25,0.01194426
3/24/47,15.11,-0.009180328
3/25/47,15.02,-0.00595632
3/26/47,15.23,0.013981358
3/27/47,15.4,0.01116218
3/28/47,15.33,-0.004545455
3/31/47,15.17,-0.010437052
4/1/47,15.23,0.003955175
4/2/47,15.22,-0.000656599
4/3/47,15.18,-0.002628121
4/7/47,15.05,-0.0085639
4/8/47,14.83,-0.01461794
4/9/47,14.82,-0.000674309
4/10/47,14.83,0.000674764
4/11/47,14.72,-0.007417397
4/14/47,14.14,-0.039402174
4/15/47,14.15,0.000707214
4/16/47,14.29,0.009893993
4/17/47,14.27,-0.00139958
4/18/47,14.09,-0.012613875
4/21/47,14.45,0.025550035
4/22/47,14.56,0.007612457
4/23/47,14.58,0.001373626
4/24/47,14.49,-0.00617284
4/25/47,14.39,-0.006901311
4/28/47,14.37,-0.001389854
4/29/47,14.4,0.002087683
4/30/47,14.58,0.0125
5/1/47,14.69,0.007544582
5/2/47,14.79,0.006807352
5/5/47,14.85,0.004056795
5/6/47,14.69,-0.010774411
5/7/47,14.68,-0.000680735
5/8/47,14.6,-0.005449591
5/9/47,14.63,0.002054795
5/12/47,14.46,-0.011619959
5/13/47,14.15,-0.021438451
5/14/47,14.11,-0.002826855
5/15/47,14.24,0.009213324
5/16/47,13.96,-0.019662921
5/19/47,13.77,-0.013610315
5/20/47,13.83,0.004357298
5/21/47,14.09,0.018799711
5/22/47,14.19,0.007097232
5/23/47,14.2,0.000704722
5/26/47,14.14,-0.004225352
5/27/47,14.12,-0.001414427
5/28/47,14.34,0.015580737
5/29/47,14.45,0.007670851
6/2/47,14.3,-0.010380623
6/3/47,14.5,0.013986014
6/4/47,14.4,-0.006896552
6/5/47,14.39,-0.000694444
6/6/47,14.5,0.007644197
6/9/47,14.52,0.00137931
6/10/47,14.56,0.002754821
6/11/47,14.9,0.023351648
6/12/47,14.82,-0.005369128
6/13/47,14.98,0.010796221
6/16/47,15.02,0.002670227
6/17/47,14.96,-0.003994674
6/18/47,14.96,0
6/19/47,15.14,0.012032086
6/20/47,15.16,0.001321004
6/23/47,15.24,0.005277045
6/24/47,14.94,-0.019685039
6/25/47,15.06,0.008032129
6/26/47,15.12,0.003984064
6/27/47,15.12,0
6/30/47,15.21,0.005952381
7/1/47,15.46,0.016436555
7/2/47,15.44,-0.001293661
7/3/47,15.6,0.010362694
7/7/47,15.61,0.000641026
7/8/47,15.67,0.00384369
7/9/47,15.52,-0.009572431
7/10/47,15.68,0.010309278
7/11/47,15.87,0.012117347
7/14/47,15.96,0.005671078
7/15/47,15.93,-0.001879699
7/16/47,15.92,-0.000627746
7/17/47,15.75,-0.010678392
7/18/47,15.85,0.006349206
7/21/47,15.8,-0.003154574
7/22/47,15.87,0.00443038
7/23/47,15.95,0.005040958
7/24/47,16.12,0.010658307
7/25/47,16.08,-0.00248139
7/28/47,15.94,-0.008706468
7/29/47,15.59,-0.02195734
7/30/47,15.52,-0.004490058
7/31/47,15.76,0.015463918
8/1/47,15.8,0.002538071
8/4/47,15.62,-0.011392405
8/5/47,15.67,0.003201024
8/6/47,15.62,-0.00319081
8/7/47,15.64,0.00128041
8/8/47,15.43,-0.01342711
8/11/47,15.33,-0.006480881
8/12/47,15.43,0.006523157
8/13/47,15.52,0.005832793
8/14/47,15.47,-0.003221649
8/15/47,15.58,0.007110537
8/18/47,15.5,-0.005134788
8/19/47,15.46,-0.002580645
8/20/47,15.39,-0.004527814
8/21/47,15.43,0.00259909
8/22/47,15.45,0.001296176
8/25/47,15.23,-0.014239482
8/26/47,15.23,0
8/27/47,15.25,0.001313198
8/28/47,15.22,-0.001967213
8/29/47,15.32,0.006570302
9/2/47,15.37,0.003263708
9/3/47,15.33,-0.002602472
9/4/47,15.14,-0.012393999
9/5/47,15.1,-0.002642008
9/8/47,14.86,-0.01589404
9/9/47,14.89,0.002018843
9/10/47,15.03,0.009402283
9/11/47,15.04,0.000665336
9/12/47,14.99,-0.003324468
9/15/47,14.93,-0.004002668
9/16/47,15.07,0.009377093
9/17/47,15.27,0.0132714
9/18/47,15.21,-0.003929273
9/19/47,15.2,-0.000657462
9/22/47,15.18,-0.001315789
9/23/47,14.93,-0.016469038
9/24/47,14.99,0.004018754
9/25/47,14.9,-0.006004003
9/26/47,14.85,-0.003355705
9/29/47,14.94,0.006060606
9/30/47,15.11,0.011378849
10/1/47,15.16,0.003309067
10/2/47,15.17,0.000659631
10/3/47,15.24,0.00461437
10/6/47,15.28,0.002624672
10/7/47,15.28,0
10/8/47,15.16,-0.007853403
10/9/47,15.26,0.006596306
10/10/47,15.29,0.001965924
10/14/47,15.55,0.017004578
10/15/47,15.59,0.002572347
10/16/47,15.57,-0.001282874
10/17/47,15.58,0.000642261
10/20/47,15.79,0.013478819
10/21/47,15.76,-0.001899937
10/22/47,15.69,-0.004441624
10/23/47,15.7,0.000637349
10/24/47,15.5,-0.012738854
10/27/47,15.53,0.001935484
10/28/47,15.54,0.000643915
10/29/47,15.49,-0.003217503
10/30/47,15.33,-0.010329245
10/31/47,15.43,0.006523157
11/3/47,15.46,0.001944264
11/5/47,15.34,-0.007761966
11/6/47,15.34,0
11/7/47,15.31,-0.001955671
11/10/47,15.37,0.003919007
11/12/47,15.31,-0.003903709
11/13/47,15.16,-0.009797518
11/14/47,15.19,0.001978892
11/17/47,15.19,0
11/18/47,15.3,0.007241606
11/19/47,15.34,0.002614379
11/20/47,15.41,0.004563233
11/21/47,15.33,-0.005191434
11/24/47,15.24,-0.005870841
11/25/47,15.2,-0.002624672
11/26/47,15.13,-0.004605263
11/28/47,14.98,-0.009914078
12/1/47,15.07,0.006008011
12/2/47,15.09,0.00132714
12/3/47,14.95,-0.009277667
12/4/47,14.86,-0.006020067
12/5/47,14.63,-0.015477793
12/8/47,14.77,0.009569378
12/9/47,14.82,0.00338524
12/10/47,14.84,0.001349528
12/11/47,14.83,-0.000673854
12/12/47,14.94,0.007417397
12/15/47,15.11,0.011378849
12/16/47,15.09,-0.001323627
12/17/47,15.12,0.001988072
12/18/47,15.07,-0.003306878
12/19/47,15.12,0.00331785
12/22/47,15.2,0.005291005
12/23/47,15.26,0.003947368
12/24/47,15.25,-0.000655308
12/26/47,15.12,-0.00852459
12/29/47,15.04,-0.005291005
12/30/47,15.22,0.011968085
12/31/47,15.3,0.005256242
1/2/48,15.34,0.002614379
1/5/48,15.2,-0.009126467
1/6/48,15.15,-0.003289474
1/7/48,15.23,0.005280528
1/8/48,15.31,0.005252791
1/9/48,15.23,-0.005225343
1/12/48,15.17,-0.003939593
1/13/48,14.95,-0.014502307
1/14/48,14.95,0
1/15/48,14.88,-0.004682274
1/16/48,14.87,-0.000672043
1/19/48,14.7,-0.011432414
1/20/48,14.71,0.000680272
1/21/48,14.54,-0.011556764
1/22/48,14.42,-0.008253095
1/23/48,14.35,-0.004854369
1/26/48,14.32,-0.002090592
1/27/48,14.34,0.001396648
1/28/48,14.49,0.010460251
1/29/48,14.65,0.011042098
1/30/48,14.68,0.002047782
2/2/48,14.71,0.002043597
2/3/48,14.62,-0.006118287
2/4/48,14.35,-0.018467852
2/5/48,14.2,-0.010452962
2/6/48,14.19,-0.000704225
2/9/48,14.31,0.00845666
2/10/48,13.89,-0.029350105
2/11/48,13.88,-0.000719942
2/13/48,13.85,-0.002161383
2/16/48,14.04,0.013718412
2/17/48,14.04,0
2/18/48,14.05,0.000712251
2/19/48,14.02,-0.002135231
2/20/48,13.96,-0.004279601
2/24/48,14,0.00286533
2/25/48,14.07,0.005
2/26/48,13.98,-0.006396588
2/27/48,13.93,-0.003576538
3/1/48,14.07,0.010050251
3/2/48,14.16,0.006396588
3/3/48,14.17,0.000706215
3/4/48,14.08,-0.006351447
3/5/48,14.11,0.002130682
3/8/48,14.04,-0.004961021
3/9/48,13.95,-0.006410256
3/10/48,14.01,0.004301075
3/11/48,13.99,-0.001427552
3/12/48,13.99,0
3/15/48,14.06,0.005003574
3/16/48,13.84,-0.015647226
3/17/48,13.95,0.007947977
3/18/48,14.03,0.005734767
3/19/48,14.32,0.020669993
3/22/48,14.7,0.026536313
3/23/48,14.7,0
3/24/48,14.69,-0.000680272
3/25/48,14.75,0.004084411
3/29/48,14.7,-0.003389831
3/30/48,14.87,0.011564626
3/31/48,15.08,0.014122394
4/1/48,15.12,0.00265252
4/2/48,15.15,0.001984127
4/5/48,15.18,0.001980198
4/6/48,15.28,0.006587615
4/7/48,15.23,-0.003272251
4/8/48,15.27,0.002626395
4/9/48,15.29,0.001309758
4/12/48,15.28,-0.000654022
4/13/48,15.3,0.001308901
4/14/48,15.28,-0.00130719
4/15/48,15.38,0.006544503
4/16/48,15.43,0.003250975
4/19/48,15.47,0.002592353
4/20/48,15.46,-0.000646412
4/21/48,15.54,0.005174644
4/22/48,15.68,0.009009009
4/23/48,15.78,0.006377551
4/26/48,15.54,-0.015209125
4/27/48,15.55,0.000643501
4/28/48,15.57,0.001286174
4/29/48,15.52,-0.003211304
4/30/48,15.48,-0.00257732
5/3/48,15.6,0.007751938
5/4/48,15.59,-0.000641026
5/5/48,15.5,-0.005772931
5/6/48,15.63,0.008387097
5/7/48,15.72,0.005758157
5/10/48,15.81,0.005725191
5/11/48,15.86,0.003162555
5/12/48,15.88,0.001261034
5/13/48,16,0.007556675
5/14/48,15.39,-0.038125
5/17/48,16.61,0.079272255
5/18/48,16.39,-0.013245033
5/19/48,16.37,-0.001220256
5/20/48,16.46,0.005497862
5/21/48,16.5,0.002430134
5/24/48,16.54,0.002424242
5/25/48,16.53,-0.000604595
5/26/48,16.68,0.00907441
5/27/48,16.68,0
5/28/48,16.69,0.00059952
6/1/48,16.74,0.002995806
6/2/48,16.76,0.001194743
6/3/48,16.72,-0.002386635
6/4/48,16.59,-0.00777512
6/7/48,16.54,-0.003013864
6/8/48,16.82,0.016928658
6/9/48,16.89,0.004161712
6/10/48,16.9,0.000592066
6/11/48,16.95,0.00295858
6/14/48,16.97,0.001179941
6/15/48,17.06,0.005303477
6/16/48,17.01,-0.002930832
6/17/48,16.99,-0.001175779
6/18/48,16.96,-0.001765745
6/21/48,16.79,-0.010023585
6/22/48,16.76,-0.001786778
6/23/48,16.93,0.010143198
6/24/48,16.89,-0.00236267
6/25/48,16.83,-0.003552398
6/28/48,16.61,-0.013071895
6/29/48,16.69,0.004816376
6/30/48,16.74,0.002995806
7/1/48,16.7,-0.002389486
7/2/48,16.85,0.008982036
7/6/48,16.85,0
7/7/48,16.79,-0.003560831
7/8/48,16.81,0.001191185
7/9/48,16.92,0.006543724
7/12/48,16.88,-0.002364066
7/13/48,16.78,-0.005924171
7/14/48,16.8,0.001191895
7/15/48,16.48,-0.019047619
7/16/48,16.25,-0.013956311
7/19/48,15.72,-0.032615385
7/20/48,15.96,0.015267176
7/21/48,16.09,0.008145363
7/22/48,16.21,0.007458048
7/23/48,16.27,0.003701419
7/26/48,16.12,-0.009219422
7/27/48,16.29,0.010545906
7/28/48,16.18,-0.006752609
7/29/48,16.05,-0.008034611
7/30/48,15.85,-0.012461059
8/2/48,15.85,0
8/3/48,15.9,0.003154574
8/4/48,16.15,0.01572327
8/5/48,16.09,-0.00371517
8/6/48,16.12,0.001864512
8/9/48,15.96,-0.009925558
8/10/48,15.74,-0.013784461
8/11/48,15.67,-0.004447268
8/12/48,15.71,0.002552648
8/13/48,15.7,-0.000636537
8/16/48,15.74,0.002547771
8/17/48,15.93,0.012071156
8/18/48,15.93,0
8/19/48,15.98,0.003138732
8/20/48,16.15,0.010638298
8/23/48,15.94,-0.013003096
8/24/48,16.02,0.005018821
8/25/48,15.99,-0.001872659
8/26/48,16.04,0.003126954
8/27/48,16.11,0.00436409
8/30/48,15.98,-0.008069522
8/31/48,15.97,-0.000625782
9/1/48,16.16,0.011897307
9/2/48,16.24,0.004950495
9/3/48,16.27,0.001847291
9/7/48,16.35,0.004917025
9/8/48,16.07,-0.017125382
9/9/48,15.81,-0.016179216
9/10/48,15.83,0.001265022
9/13/48,15.7,-0.008212255
9/14/48,15.82,0.007643312
9/15/48,15.8,-0.001264223
9/16/48,15.8,0
9/17/48,15.73,-0.00443038
9/20/48,15.44,-0.018436109
9/21/48,15.55,0.007124352
9/22/48,15.59,0.002572347
9/23/48,15.56,-0.00192431
9/24/48,15.6,0.002570694
9/27/48,15.19,-0.026282051
9/28/48,15.36,0.011191573
9/29/48,15.55,0.012369792
9/30/48,15.49,-0.003858521
10/1/48,15.67,0.0116204
10/4/48,15.85,0.011486918
10/5/48,15.82,-0.001892744
10/6/48,15.84,0.001264223
10/7/48,15.93,0.005681818
10/8/48,15.9,-0.001883239
10/11/48,15.9,0
10/13/48,16.09,0.011949686
10/14/48,16.14,0.00310752
10/15/48,16.12,-0.001239157
10/18/48,16.19,0.004342432
10/19/48,16.28,0.005558987
10/20/48,16.34,0.003685504
10/21/48,16.36,0.00122399
10/22/48,16.61,0.015281174
10/25/48,16.58,-0.001806141
10/26/48,16.59,0.000603136
10/27/48,16.57,-0.001205546
10/28/48,16.46,-0.006638503
10/29/48,16.5,0.002430134
11/1/48,16.7,0.012121212
11/3/48,15.93,-0.046107784
11/4/48,16.14,0.013182674
11/5/48,15.43,-0.043990087
11/8/48,15.5,0.004536617
11/9/48,15.01,-0.031612903
11/10/48,15,-0.000666223
11/12/48,15.04,0.002666667
11/15/48,15.27,0.015292553
11/16/48,15.26,-0.000654879
11/17/48,15.22,-0.002621232
11/18/48,15.26,0.002628121
11/19/48,15.31,0.00327654
11/22/48,15.21,-0.006531679
11/23/48,15.19,-0.001314924
11/24/48,14.91,-0.01843318
11/26/48,14.91,0
11/29/48,14.79,-0.00804829
11/30/48,14.75,-0.00270453
12/1/48,15.01,0.017627119
12/2/48,15,-0.000666223
12/3/48,15.13,0.008666667
12/6/48,15.23,0.006609385
12/7/48,15.24,0.000656599
12/8/48,15.2,-0.002624672
12/9/48,15.17,-0.001973684
12/10/48,15.22,0.003295979
12/13/48,15.33,0.007227332
12/14/48,15.25,-0.005218526
12/15/48,15.17,-0.005245902
12/16/48,15.16,-0.000659196
12/17/48,15.2,0.002638522
12/20/48,15.19,-0.000657895
12/21/48,15.14,-0.003291639
12/22/48,15.15,0.000660502
12/23/48,15.15,0
12/24/48,15.25,0.00660066
12/27/48,15.19,-0.003934426
12/28/48,15.08,-0.007241606
12/29/48,15.28,0.013262599
12/30/48,15.28,0
12/31/48,15.2,-0.005235602
1/3/49,14.95,-0.016447368
1/4/49,15.03,0.005351171
1/5/49,15.16,0.008649368
1/6/49,15.5,0.022427441
1/7/49,15.61,0.007096774
1/10/49,15.51,-0.00640615
1/11/49,15.5,-0.000644745
1/12/49,15.47,-0.001935484
1/13/49,15.39,-0.005171299
1/14/49,15.24,-0.009746589
1/17/49,15.38,0.009186352
1/18/49,15.38,0
1/19/49,15.44,0.00390117
1/20/49,15.5,0.00388601
1/21/49,15.47,-0.001935484
1/24/49,15.44,-0.001939237
1/25/49,15.33,-0.007124352
1/26/49,15.29,-0.002609263
1/27/49,15.25,-0.002616089
1/28/49,15.2,-0.003278689
1/31/49,15.22,0.001315789
2/1/49,15.34,0.007884363
2/2/49,15.35,0.00065189
2/3/49,15.32,-0.001954397
2/4/49,15.09,-0.015013055
2/7/49,14.76,-0.021868787
2/8/49,14.7,-0.004065041
2/9/49,14.78,0.005442177
2/10/49,14.58,-0.0135318
2/11/49,14.56,-0.001371742
2/14/49,14.61,0.003434066
2/15/49,14.65,0.002737851
2/16/49,14.73,0.005460751
2/17/49,14.83,0.006788866
2/18/49,14.79,-0.002697235
2/21/49,14.74,-0.003380663
2/23/49,14.6,-0.009497965
2/24/49,14.42,-0.012328767
2/25/49,14.38,-0.002773925
2/28/49,14.62,0.016689847
3/1/49,14.71,0.006155951
3/2/49,14.67,-0.002719239
3/3/49,14.65,-0.001363327
3/4/49,14.67,0.001365188
3/7/49,14.86,0.012951602
3/8/49,14.89,0.002018843
3/9/49,14.86,-0.002014775
3/10/49,14.87,0.000672948
3/11/49,15.02,0.010087424
3/14/49,15.07,0.003328895
3/15/49,14.98,-0.00597213
3/16/49,14.92,-0.00400534
3/17/49,14.97,0.003351206
3/18/49,14.94,-0.002004008
3/21/49,14.87,-0.004685408
3/22/49,14.77,-0.00672495
3/23/49,14.95,0.012186865
3/24/49,14.97,0.001337793
3/25/49,14.89,-0.005344021
3/28/49,14.93,0.002686367
3/29/49,15.22,0.019423979
3/30/49,15.21,-0.00065703
3/31/49,15.06,-0.009861933
4/1/49,14.94,-0.007968127
4/4/49,14.98,0.002677376
4/5/49,14.96,-0.001335113
4/6/49,14.92,-0.002673797
4/7/49,14.93,0.000670241
4/8/49,14.97,0.002679169
4/11/49,14.99,0.001336005
4/12/49,15.03,0.002668446
4/13/49,15.02,-0.000665336
4/14/49,14.99,-0.001997337
4/18/49,15.07,0.005336891
4/19/49,15.01,-0.00398142
4/20/49,14.97,-0.00266489
4/21/49,14.72,-0.016700067
4/22/49,14.7,-0.001358696
4/25/49,14.68,-0.001360544
4/26/49,14.76,0.005449591
4/27/49,14.76,0
4/28/49,14.69,-0.004742547
4/29/49,14.71,0.00136147
5/2/49,14.78,0.004758668
5/3/49,14.85,0.00473613
5/4/49,15.02,0.011447811
5/5/49,15.01,-0.000665779
5/6/49,14.92,-0.005996003
5/9/49,14.88,-0.002680965
5/10/49,14.82,-0.004032258
5/11/49,14.85,0.002024291
5/12/49,14.87,0.001346801
5/13/49,14.88,0.000672495
5/16/49,14.96,0.005376344
5/17/49,14.93,-0.002005348
5/18/49,14.89,-0.002679169
5/19/49,14.8,-0.006044325
5/20/49,14.73,-0.00472973
5/23/49,14.58,-0.010183299
5/24/49,14.5,-0.005486968
5/25/49,14.57,0.004827586
5/26/49,14.56,-0.000686342
5/27/49,14.51,-0.003434066
5/31/49,14.19,-0.022053756
6/1/49,14.14,-0.003523608
6/2/49,14.14,0
6/3/49,14.05,-0.006364922
6/6/49,13.82,-0.016370107
6/7/49,13.84,0.001447178
6/8/49,13.93,0.00650289
6/9/49,13.93,0
6/10/49,13.81,-0.008614501
6/13/49,13.55,-0.018826937
6/14/49,13.64,0.006642066
6/15/49,13.9,0.019061584
6/16/49,13.85,-0.003597122
6/17/49,13.87,0.001444043
6/20/49,14.07,0.014419611
6/21/49,14.08,0.000710732
6/22/49,14.04,-0.002840909
6/23/49,14.11,0.004985755
6/24/49,14.13,0.001417434
6/27/49,14.12,-0.000707714
6/28/49,14,-0.008498584
6/29/49,14.09,0.006428571
6/30/49,14.16,0.004968062
7/1/49,14.26,0.007062147
7/5/49,14.34,0.005610098
7/6/49,14.52,0.012552301
7/7/49,14.52,0
7/8/49,14.51,-0.000688705
7/11/49,14.51,0
7/12/49,14.61,0.006891799
7/13/49,14.78,0.011635866
7/14/49,14.79,0.00067659
7/15/49,14.76,-0.002028398
7/18/49,14.8,0.002710027
7/19/49,14.94,0.009459459
7/20/49,14.97,0.002008032
7/21/49,14.9,-0.004676019
7/22/49,14.89,-0.000671141
7/25/49,14.94,0.003357958
7/26/49,15.06,0.008032129
7/27/49,15.06,0
7/28/49,15.04,-0.001328021
7/29/49,15.04,0
8/1/49,15.12,0.005319149
8/2/49,15.16,0.002645503
8/3/49,15.15,-0.000659631
8/4/49,15.13,-0.001320132
8/5/49,15.35,0.014540648
8/8/49,15.51,0.010423453
8/9/49,15.37,-0.009026435
8/10/49,15.44,0.004554327
8/11/49,15.39,-0.003238342
8/12/49,15.32,-0.004548408
8/15/49,15.25,-0.004569191
8/16/49,15.29,0.002622951
8/17/49,15.46,0.011118378
8/18/49,15.5,0.002587322
8/19/49,15.41,-0.005806452
8/22/49,15.37,-0.002595717
8/23/49,15.17,-0.013012362
8/24/49,15.18,0.000659196
8/25/49,15.22,0.002635046
8/26/49,15.28,0.003942181
8/29/49,15.12,-0.010471204
8/30/49,15.21,0.005952381
8/31/49,15.22,0.000657462
9/1/49,15.31,0.005913272
9/2/49,15.29,-0.001306336
9/6/49,15.28,-0.000654022
9/7/49,15.38,0.006544503
9/8/49,15.41,0.001950585
9/9/49,15.4,-0.000648929
9/12/49,15.52,0.007792208
9/13/49,15.74,0.014175258
9/14/49,15.73,-0.000635324
9/15/49,15.61,-0.007628735
9/16/49,15.66,0.003203075
9/19/49,15.55,-0.007024266
9/20/49,15.19,-0.023151125
9/21/49,15.41,0.014483213
9/22/49,15.5,0.005840363
9/23/49,15.57,0.004516129
9/26/49,15.53,-0.002569043
9/27/49,15.41,-0.00772698
9/28/49,15.53,0.007787151
9/29/49,15.62,0.005795235
9/30/49,15.58,-0.002560819
10/3/49,15.6,0.001283697
10/4/49,15.75,0.009615385
10/5/49,15.78,0.001904762
10/6/49,15.84,0.003802281
10/7/49,15.85,0.000631313
10/10/49,15.83,-0.00126183
10/11/49,15.97,0.008843967
10/13/49,15.97,0
10/14/49,15.91,-0.003757044
10/17/49,15.73,-0.011313639
10/18/49,15.84,0.006993007
10/19/49,15.93,0.005681818
10/20/49,15.9,-0.001883239
10/21/49,15.85,-0.003144654
10/24/49,15.87,0.00126183
10/25/49,15.95,0.005040958
10/26/49,16.06,0.006896552
10/27/49,16.15,0.005603985
10/28/49,16.08,-0.004334365
10/31/49,16.04,-0.002487562
11/1/49,16.2,0.009975062
11/2/49,16.33,0.008024691
11/3/49,16.29,-0.002449479
11/4/49,16.21,-0.004910988
11/7/49,16.16,-0.003084516
11/9/49,16.18,0.001237624
11/10/49,16.14,-0.002472188
11/14/49,16.03,-0.006815366
11/15/49,15.75,-0.017467249
11/16/49,15.84,0.005714286
11/17/49,15.96,0.007575758
11/18/49,16.14,0.011278195
11/21/49,16.07,-0.004337051
11/22/49,16.15,0.00497822
11/23/49,16.19,0.00247678
11/25/49,16.1,-0.005558987
11/28/49,16.05,-0.00310559
11/29/49,16.02,-0.001869159
11/30/49,16.06,0.002496879
12/1/49,16.15,0.005603985
12/2/49,16.28,0.008049536
12/5/49,16.41,0.007985258
12/6/49,16.39,-0.001218769
12/7/49,16.43,0.002440513
12/8/49,16.43,0
12/9/49,16.42,-0.000608643
12/12/49,16.57,0.009135201
12/13/49,16.64,0.004224502
12/14/49,16.67,0.001802885
12/15/49,16.68,0.00059988
12/16/49,16.66,-0.001199041
12/19/49,16.59,-0.004201681
12/20/49,16.53,-0.003616637
12/21/49,16.49,-0.002419843
12/22/49,16.64,0.009096422
12/23/49,16.64,0
12/27/49,16.58,-0.003605769
12/28/49,16.66,0.00482509
12/29/49,16.68,0.00120048
12/30/49,16.79,0.006594724
1/3/50,16.66,-0.007742704
1/4/50,16.85,0.011404562
1/5/50,16.93,0.004747774
1/6/50,16.98,0.002953337
1/9/50,17.08,0.005889282
1/10/50,17.03,-0.0029274
1/11/50,17.09,0.003523194
1/12/50,16.76,-0.019309538
1/13/50,16.67,-0.005369928
1/16/50,16.72,0.0029994
1/17/50,16.86,0.008373206
1/18/50,16.85,-0.00059312
1/19/50,16.87,0.001186944
1/20/50,16.9,0.001778305
1/23/50,16.92,0.001183432
1/24/50,16.86,-0.003546099
1/25/50,16.74,-0.007117438
1/26/50,16.73,-0.000597372
1/27/50,16.82,0.005379558
1/30/50,17.02,0.011890606
1/31/50,17.05,0.001762632
2/1/50,17.05,0
2/2/50,17.23,0.010557185
2/3/50,17.29,0.003482298
2/6/50,17.32,0.001735107
2/7/50,17.23,-0.005196305
2/8/50,17.21,-0.001160766
2/9/50,17.28,0.004067403
2/10/50,17.24,-0.002314815
2/14/50,17.06,-0.010440835
2/15/50,17.06,0
2/16/50,16.99,-0.004103165
2/17/50,17.15,0.009417304
2/20/50,17.2,0.002915452
2/21/50,17.17,-0.001744186
2/23/50,17.21,0.002329645
2/24/50,17.28,0.004067403
2/27/50,17.28,0
2/28/50,17.22,-0.003472222
3/1/50,17.24,0.00116144
3/2/50,17.23,-0.000580046
3/3/50,17.29,0.003482298
3/6/50,17.32,0.001735107
3/7/50,17.2,-0.006928406
3/8/50,17.19,-0.000581395
3/9/50,17.07,-0.006980803
3/10/50,17.09,0.001171646
3/13/50,17.12,0.001755413
3/14/50,17.25,0.007593458
3/15/50,17.45,0.011594203
3/16/50,17.49,0.002292264
3/17/50,17.45,-0.002287021
3/20/50,17.44,-0.000573066
3/21/50,17.45,0.000573394
3/22/50,17.55,0.005730659
3/23/50,17.56,0.000569801
3/24/50,17.56,0
3/27/50,17.46,-0.005694761
3/28/50,17.53,0.004009164
3/29/50,17.44,-0.005134056
3/30/50,17.3,-0.008027523
3/31/50,17.29,-0.000578035
4/3/50,17.53,0.013880856
4/4/50,17.55,0.001140901
4/5/50,17.63,0.004558405
4/6/50,17.78,0.008508225
4/10/50,17.85,0.003937008
4/11/50,17.75,-0.005602241
4/12/50,17.94,0.010704225
4/13/50,17.98,0.002229654
4/14/50,17.96,-0.001112347
4/17/50,17.88,-0.004454343
4/18/50,18.03,0.008389262
4/19/50,18.05,0.001109262
4/20/50,17.93,-0.006648199
4/21/50,17.96,0.001673173
4/24/50,17.83,-0.007238307
